#AdjRefG: Iteration 9 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   8.695541E+00    1.047680E+01   -3.252076E+00    4.969457E+00   8.695541E+00    1.047680E+01   -3.252076E+00    4.969457E+00 
   8.514672E+00    8.684814E+00   -4.226816E+00    4.685836E+00   8.514672E+00    8.684814E+00   -4.226816E+00    4.685836E+00 
   6.990080E+00    6.583777E+00   -4.160508E+00    4.923146E+00   6.990080E+00    6.583777E+00   -4.160508E+00    4.923146E+00 
   4.342651E+00    4.385512E+00   -3.058023E+00    5.672595E+00   4.342651E+00    4.385512E+00   -3.058023E+00    5.672595E+00 
   1.064524E+00    2.224664E+00   -1.152785E+00    6.768722E+00   1.064524E+00    2.224664E+00   -1.152785E+00    6.768722E+00 
  -2.192759E+00    1.612970E-01    1.130904E+00    7.939923E+00  -2.192759E+00    1.612970E-01    1.130904E+00    7.939923E+00 
  -4.763087E+00   -1.780983E+00    3.272207E+00    8.878957E+00  -4.763087E+00   -1.780983E+00    3.272207E+00    8.878957E+00 
  -6.108766E+00   -3.560237E+00    4.780324E+00    9.311617E+00  -6.108766E+00   -3.560237E+00    4.780324E+00    9.311617E+00 
  -5.931926E+00   -5.069594E+00    5.315897E+00    9.048055E+00  -5.931926E+00   -5.069594E+00    5.315897E+00    9.048055E+00 
  -4.234769E+00   -6.119771E+00    4.769860E+00    8.010659E+00  -4.234769E+00   -6.119771E+00    4.769860E+00    8.010659E+00 
  -1.320392E+00   -6.460179E+00    3.276102E+00    6.240030E+00  -1.320392E+00   -6.460179E+00    3.276102E+00    6.240030E+00 
   2.263945E+00   -5.833938E+00    1.156827E+00    3.883898E+00   2.263945E+00   -5.833938E+00    1.156827E+00    3.883898E+00 
   5.830828E+00   -4.050551E+00   -1.177846E+00    1.173100E+00   5.830828E+00   -4.050551E+00   -1.177846E+00    1.173100E+00 
   8.686558E+00   -1.054513E+00   -3.340379E+00   -1.613167E+00   8.686558E+00   -1.054513E+00   -3.340379E+00   -1.613167E+00 
   1.027150E+01    3.030437E+00   -5.050472E+00   -4.190866E+00   1.027150E+01    3.030437E+00   -5.050472E+00   -4.190866E+00 
   1.027962E+01    7.894734E+00   -6.171011E+00   -6.318943E+00   1.027962E+01    7.894734E+00   -6.171011E+00   -6.318943E+00 
   8.730538E+00    1.307769E+01   -6.692958E+00   -7.842920E+00   8.730538E+00    1.307769E+01   -6.692958E+00   -7.842920E+00 
   5.974124E+00    1.803724E+01   -6.686289E+00   -8.723260E+00   5.974124E+00    1.803724E+01   -6.686289E+00   -8.723260E+00 
   2.621321E+00    2.224077E+01   -6.244539E+00   -9.039233E+00   2.621321E+00    2.224077E+01   -6.244539E+00   -9.039233E+00 
  -5.871416E-01    2.525823E+01   -5.448423E+00   -8.965635E+00  -5.871416E-01    2.525823E+01   -5.448423E+00   -8.965635E+00 
  -2.945263E+00    2.683785E+01   -4.361072E+00   -8.728831E+00  -2.945263E+00    2.683785E+01   -4.361072E+00   -8.728831E+00 
  -3.939647E+00    2.694778E+01   -3.049954E+00   -8.556146E+00  -3.939647E+00    2.694778E+01   -3.049954E+00   -8.556146E+00 
  -3.361017E+00    2.577378E+01   -1.616513E+00   -8.634534E+00  -3.361017E+00    2.577378E+01   -1.616513E+00   -8.634534E+00 
  -1.341635E+00    2.367263E+01   -2.101186E-01   -9.089471E+00  -1.341635E+00    2.367263E+01   -2.101186E-01   -9.089471E+00 
   1.688480E+00    2.109166E+01    9.899181E-01   -9.984982E+00   1.688480E+00    2.109166E+01    9.899181E-01   -9.984982E+00 
   5.111082E+00    1.847329E+01    1.825004E+00   -1.133572E+01   5.111082E+00    1.847329E+01    1.825004E+00   -1.133572E+01 
   8.262518E+00    1.616783E+01    2.223996E+00   -1.311705E+01   8.262518E+00    1.616783E+01    2.223996E+00   -1.311705E+01 
   1.057140E+01    1.437543E+01    2.257947E+00   -1.526220E+01   1.057140E+01    1.437543E+01    2.257947E+00   -1.526220E+01 
   1.165907E+01    1.312983E+01    2.154414E+00   -1.764519E+01   1.165907E+01    1.312983E+01    2.154414E+00   -1.764519E+01 
   1.138597E+01    1.232463E+01    2.254556E+00   -2.006016E+01   1.138597E+01    1.232463E+01    2.254556E+00   -2.006016E+01 
   9.845221E+00    1.177078E+01    2.916279E+00   -2.221439E+01   9.845221E+00    1.177078E+01    2.916279E+00   -2.221439E+01 
   7.318047E+00    1.126641E+01    4.387992E+00   -2.375090E+01   7.318047E+00    1.126641E+01    4.387992E+00   -2.375090E+01 
   4.211158E+00    1.065839E+01    6.692247E+00   -2.430499E+01   4.211158E+00    1.065839E+01    6.692247E+00   -2.430499E+01 
   9.924447E-01    9.880400E+00    9.560913E+00   -2.358358E+01   9.924447E-01    9.880400E+00    9.560913E+00   -2.358358E+01 
  -1.867465E+00    8.960961E+00    1.245170E+01   -2.144319E+01  -1.867465E+00    8.960961E+00    1.245170E+01   -2.144319E+01 
  -3.948633E+00    8.004803E+00    1.465288E+01   -1.793897E+01  -3.948633E+00    8.004803E+00    1.465288E+01   -1.793897E+01 
  -4.934393E+00    7.157618E+00    1.545547E+01   -1.332560E+01  -4.934393E+00    7.157618E+00    1.545547E+01   -1.332560E+01 
  -4.663711E+00    6.566375E+00    1.434916E+01   -8.008342E+00  -4.663711E+00    6.566375E+00    1.434916E+01   -8.008342E+00 
  -3.175710E+00    6.345209E+00    1.118620E+01   -2.461555E+00  -3.175710E+00    6.345209E+00    1.118620E+01   -2.461555E+00 
  -7.310085E-01    6.552286E+00    6.262987E+00    2.856590E+00  -7.310085E-01    6.552286E+00    6.262987E+00    2.856590E+00 
   2.207490E+00    7.178348E+00    2.887389E-01    7.565205E+00   2.207490E+00    7.178348E+00    2.887389E-01    7.565205E+00 
   5.044609E+00    8.144940E+00   -5.757516E+00    1.138295E+01   5.044609E+00    8.144940E+00   -5.757516E+00    1.138295E+01 
   7.168989E+00    9.309865E+00   -1.084841E+01    1.411612E+01   7.168989E+00    9.309865E+00   -1.084841E+01    1.411612E+01 
   8.092602E+00    1.047869E+01   -1.415028E+01    1.563327E+01   8.092602E+00    1.047869E+01   -1.415028E+01    1.563327E+01 
   7.577658E+00    1.142243E+01   -1.522003E+01    1.585227E+01   7.577658E+00    1.142243E+01   -1.522003E+01    1.585227E+01 
   5.712264E+00    1.190198E+01   -1.410221E+01    1.475646E+01   5.712264E+00    1.190198E+01   -1.410221E+01    1.475646E+01 
   2.907276E+00    1.169827E+01   -1.129982E+01    1.243860E+01   2.907276E+00    1.169827E+01   -1.129982E+01    1.243860E+01 
  -1.912469E-01    1.064552E+01   -7.628539E+00    9.151306E+00  -1.912469E-01    1.064552E+01   -7.628539E+00    9.151306E+00 
  -2.853734E+00    8.662047E+00   -3.997893E+00    5.332805E+00  -2.853734E+00    8.662047E+00   -3.997893E+00    5.332805E+00 
  -4.442198E+00    5.773141E+00   -1.182666E+00    1.581123E+00  -4.442198E+00    5.773141E+00   -1.182666E+00    1.581123E+00 
  -4.560266E+00    2.120729E+00    3.514507E-01   -1.431751E+00  -4.560266E+00    2.120729E+00    3.514507E-01   -1.431751E+00 
  -3.137757E+00   -2.042601E+00    5.234080E-01   -3.089368E+00  -3.137757E+00   -2.042601E+00    5.234080E-01   -3.089368E+00 
  -4.302602E-01   -6.374826E+00   -3.989614E-01   -2.967478E+00  -4.302602E-01   -6.374826E+00   -3.989614E-01   -2.967478E+00 
   3.059680E+00   -1.047793E+01   -1.924470E+00   -9.348104E-01   3.059680E+00   -1.047793E+01   -1.924470E+00   -9.348104E-01 
   6.711079E+00   -1.393913E+01   -3.507676E+00    2.814672E+00   6.711079E+00   -1.393913E+01   -3.507676E+00    2.814672E+00 
   9.923178E+00   -1.637527E+01   -4.707548E+00    7.807463E+00   9.923178E+00   -1.637527E+01   -4.707548E+00    7.807463E+00 
   1.222773E+01   -1.747650E+01   -5.291957E+00    1.339724E+01   1.222773E+01   -1.747650E+01   -5.291957E+00    1.339724E+01 
   1.335235E+01   -1.704596E+01   -5.267208E+00    1.889706E+01   1.335235E+01   -1.704596E+01   -5.267208E+00    1.889706E+01 
   1.323082E+01   -1.503228E+01   -4.838131E+00    2.369762E+01   1.323082E+01   -1.503228E+01   -4.838131E+00    2.369762E+01 
   1.197170E+01   -1.155091E+01   -4.324177E+00    2.734333E+01   1.197170E+01   -1.155091E+01   -4.324177E+00    2.734333E+01 
